,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,tumor,project
TCGA-BR-8682-01,0.41465947,0.76490295,-0.59097904,-0.27112114,-0.3139789,-0.04316618,1.992222,0.2675161,-0.9599966,0.6063148,0.075349,-1.3566371,1.6104267,-2.5598495,0.46756876,0.9432571,-0.404811,-0.017172962,-0.25719032,0.9059933,-0.8611818,1.0134296,0.67782885,0.8867784,1.0763878,-2.0348408,-0.5231221,0.7465008,0.3123355,1.1611152,1,STAD
TCGA-BR-8690-01,0.48196515,0.7281729,-0.10579179,-1.0631002,-0.66455084,-0.26996228,2.0415454,-0.14448011,-0.24884996,0.47817385,0.31033793,-1.3310314,1.4832506,-2.1453063,0.9523987,0.4496098,-0.3673599,0.4618832,-0.5848857,-0.19398953,-0.8756436,0.7094705,0.6007998,-0.034956954,1.6314788,-1.8663917,-0.12422335,1.0014788,-0.24631973,1.0423945,1,STAD
TCGA-BR-A4J4-01,0.7935406,0.79976964,0.10324754,-1.8519288,-0.9694122,-0.35084352,3.1328251,-0.15595028,-0.64863414,0.64592004,0.6729414,-1.8767325,2.31195,-3.0471385,1.7500932,0.3534256,-0.76852566,0.61172664,-0.91292715,-0.79036015,-1.3503194,0.48419428,0.6774497,-0.6948863,2.7734585,-2.8622897,-0.14530414,1.4693043,-0.24791075,1.5859262,1,STAD
TCGA-CD-5798-01,0.55135435,0.92495877,-0.01716724,-0.8542395,-0.5869874,-0.014095042,2.3315892,0.1366649,-0.49446356,0.9176401,0.41772053,-1.2674774,1.3251221,-3.152082,0.08799612,1.291306,-1.0486405,0.4235392,-0.67566466,0.3899747,-1.5008749,1.5027683,1.2678053,0.5338374,2.1059096,-2.2159667,-0.47536004,1.3211212,-1.0328792,1.1974698,1,STAD
TCGA-CD-5799-01,0.8173769,0.86920667,-0.66211134,-1.4342971,-0.8308231,-0.43733022,3.4933589,0.05882173,-1.4311864,0.4703063,0.32028818,-2.494268,3.2581236,-3.2073727,2.484905,0.16521554,-0.16031267,0.14689237,-0.5758337,-0.12670042,-0.900463,0.16033827,0.25861958,-0.1861659,2.0863793,-3.3761535,-0.36890373,1.1253517,1.3966113,1.9498525,1,STAD
TCGA-CD-5800-01,0.24763879,0.4797589,-0.58453447,-0.5344891,-0.4223469,-0.3971159,1.2787784,-0.21015003,-0.2812234,-0.023389587,-0.08473509,-1.220439,1.4568436,-0.88725615,1.395614,-0.21133263,0.5487318,0.14614335,-0.15287985,0.009596482,0.04072006,0.020339787,-0.18096226,0.08789145,0.3217267,-1.2062753,0.049983203,0.29082024,1.0445341,0.7411576,1,STAD
TCGA-CD-5801-01,0.96377945,1.2073123,0.5112494,-2.5872486,-1.1459192,-0.54141444,4.2086687,-0.20528573,-1.2629621,0.7536032,1.0286516,-2.7154472,3.25286,-4.3212166,2.2666106,0.19407474,-1.0215836,0.7943879,-1.3772483,-0.8511931,-1.7085179,0.41859174,0.7983229,-0.89089364,3.9944494,-4.252343,-0.23126742,1.6972966,-0.4658464,2.425778,1,STAD
TCGA-CD-5803-01,0.50735635,0.83276653,0.10659845,-0.8380678,-0.5466272,0.023282003,2.1118646,0.11161814,-0.38903895,0.8974652,0.46646285,-1.05453,1.0662825,-2.936838,-0.06994108,1.2606329,-1.117798,0.45020026,-0.6755207,0.29516894,-1.4974854,1.4549628,1.2383038,0.42918164,2.083586,-1.9923766,-0.4133166,1.2767315,-1.2407005,1.0623697,1,STAD
TCGA-CD-5813-01,0.4547064,0.7458042,0.098578215,-0.7440391,-0.48237768,0.035050485,1.9043452,0.10491457,-0.37440842,0.8250507,0.44113612,-0.929374,0.93914336,-2.67576,-0.09735913,1.1666683,-1.043882,0.40517864,-0.6102694,0.29588193,-1.3799196,1.3341092,1.1151816,0.40256023,1.8966489,-1.8035924,-0.36935714,1.152923,-1.1578,0.96103483,1,STAD
TCGA-CD-8529-01,0.42898306,0.8117211,-0.38489163,-0.62919724,-0.5090475,-0.1834816,1.9663881,0.031265147,-0.47607183,0.5387089,0.12940049,-1.3638371,1.5054853,-2.3262382,0.6474027,0.7321892,-0.3046033,0.25753564,-0.41846418,0.410317,-0.82819784,0.9721247,0.6975106,0.53568685,1.2629014,-1.8886894,-0.32321224,0.8813255,-0.0029109214,1.0687371,1,STAD
